,Frequency,한국어,English
987,1520.0,싣다,load 
988,7291.0,실례,excuse 
989,1540.0,실수,mistake 
990,3242.0,실패,failure 
991,776.0,싫다,hate
992,2636.0,싫어하다,dislike
993,1333.0,심다,plant 
994,6634.0,심심하다,bored 
995,761.0,심하다,severe
996,24036.0,십,ten
997,,십만,hundred thousand
998,1410.0,십이월,December
999,2099.0,십일월,November
1000,8830.0,싱겁다,bland
1001,2100.0,싸다,wrap
1002,,싸다,cheap
1003,1007.0,싸우다,fight
1004,695.0,쌀,rice
1005,,쌀쌀하다,cold
1006,1521.0,쌓다,stack
1007,1098.0,썰다,cut 
1008,169.0,쓰다,write 
1009,,쓰다,wear
1010,,쓰다,use
1011,,쓰다,bitter
1012,1046.0,쓰레기,garbage
1013,7835.0,쓰레기통,trash can
1014,3361.0,씨,"Mr, Mrs"
1015,2968.0,씹다,chew
1016,947.0,씻다,wash
1017,297.0,아,Ah 
1018,2474.0,아가씨,Miss
1019,615.0,아기,baby 
1020,1363.0,아까,a while ago
1021,913.0,아나운서,announcer
1022,408.0,아내,wife 
1023,817.0,아니,no 
1024,16.0,아니다,not
1025,2447.0,아니요,no
1026,295.0,아들,son
1027,453.0,아래,below 
1028,7059.0,아래쪽,down
1029,4712.0,아르바이트,part-time
1030,332.0,아름답다,beautiful
1031,735.0,아마,maybe 
1032,748.0,아무,"no (one, where…)"
1033,1464.0,아무것,anything
1034,693.0,아무리,no matter how
1035,2870.0,아버님,father
1036,153.0,아버지,father
1037,379.0,아빠,dad
1038,96.0,아이,child 
1039,14611.0,아이스크림,ice cream
1040,616.0,아저씨,mister
1041,274.0,아주,very 
1042,1743.0,아주머니,old lady
1043,2419.0,아줌마,madam
1044,201.0,아직,yet 
1045,323.0,아침,morning
1046,851.0,아파트,apartment
1047,589.0,아프다,sick
1048,12669.0,아홉,nine
1049,49265.0,아흔,ninety
1050,3122.0,악기,musical instrument 
1051,118.0,안,inside
1052,,안,not
1053,3762.0,안개,fog
1054,2659.0,안경,glasses 
1055,4219.0,안내,information
1056,,안내문,notice
1057,7294.0,안녕,hi
1058,4444.0,안녕히,bye
1059,929.0,안다,"hug, hold"
1060,2970.0,안되다,not
1061,2115.0,안전,safety 
1062,3362.0,안쪽,inside
1063,183.0,앉다,sit
1064,36.0,알다,know
1065,993.0,알리다,inform
1066,1364.0,알맞다,fit
1067,388.0,알아보다,inquire
1068,64.0,앞,front
1069,7838.0,앞쪽,front
1070,4291.0,애,"child, kid"
1071,3419.0,애인,lover 
1072,7840.0,앨범,album
1073,821.0,야,night 
1074,2688.0,야구,baseball
1075,3194.0,야채,vegetable
1076,9247.0,약,about 
1077,,약,medicine
1078,2363.0,약간,slightly
1079,7298.0,약국,pharmacy
1080,,약사,pharmacist 
1081,1203.0,약속,promise
1082,1860.0,약하다,weak 
1083,3421.0,얇다,thin
1084,5248.0,양말,socks 
1085,4535.0,양복,suit 
1086,34701.0,양식,form
1087,,양식집,Western food
1088,,양치질,brushing teeth
1089,237.0,얘기,story
1090,446.0,어,Oh 
1091,975.0,어깨,shoulder 
1092,133.0,어느,which 
1093,1476.0,어둡다,dark
1094,1846.0,어디,where 
1095,845.0,어떠하다,how about
1096,67.0,어떤,which
1097,76.0,어떻다,how
1098,223.0,어렵다,difficult
1099,653.0,어른,adult
1100,4141.0,어리다,young 
1101,4084.0,어린아이,a child
1102,802.0,어린이,child 
1103,106.0,어머니,mother 
1104,2902.0,어머님,mother
1105,1522.0,어서,quickly
1106,990.0,어울리다,"socialize, hang out"
1107,2138.0,어제,yesterday 
1108,5378.0,어젯밤,yesternight
1109,34770.0,억,one hundred million
1110,497.0,언니,sister
1111,667.0,언어,language 
1112,891.0,언제,when 
1113,794.0,언제나,always
1114,331.0,얻다,"get, gain"
1115,157.0,얼굴,face 
1116,4538.0,얼다,freeze 
1117,402.0,얼마,how much
1118,285.0,얼마나,how much
1119,3593.0,얼음,ice 
1120,240.0,엄마,Mom
1121,10.0,없다,no 
1122,3196.0,엉덩이,butt
1123,7071.0,에어컨,air conditioner
1124,4816.0,엘리베이터,elevator
1125,4142.0,여권,passport 
1126,144.0,여기,here 
1127,2084.0,여기저기,here and there
1128,34841.0,여덟,eight
1129,6102.0,여동생,younger sister
1130,13584.0,여든,eighty
1131,117.0,여러,various
1132,1300.0,여러분,everyone
1133,766.0,여름,summer 
1134,3081.0,여보세요,hello
1135,17283.0,여섯,six
1136,146.0,여성,female 
1137,84.0,여자,woman 
1138,,여쭙다,(honorific) ask
1139,3287.0,여학생,female student
1140,984.0,여행,travel 
1141,6642.0,여행사,travel agency
1142,,여행지,travel destination
1143,1667.0,역,station 
1144,208.0,역사,history 
1145,313.0,역시,"too, also"
1146,4364.0,연결,connection 
1147,543.0,연극,theater
1148,2267.0,연락,contact 
1149,15856.0,연락처,contact
1150,3124.0,연말,year-end 
1151,15860.0,연세,age
1152,1896.0,연습,practice
1153,3539.0,연예인,celebrity
1154,3703.0,연필,pencil
1155,4820.0,연휴,holiday 
1156,9266.0,열,ten
1157,,열,fever
1158,287.0,열다,(sb) open (sth)
1159,10159.0,열리다,(sth) open
1160,4143.0,열쇠,key
1161,660.0,열심히,hard
1162,2602.0,열차,train 
1163,5523.0,열흘,ten days
1164,7581.0,엽서,postcard 
1165,6844.0,영,zero 
1166,,영국,UK
1167,,영수증,receipt
1168,1090.0,영어,English 
1169,5037.0,영하,sub-zero
1170,341.0,영화,movie 
1171,11308.0,영화관,cinema 
1172,8168.0,영화배우,movie actor
1173,444.0,옆,next
1174,6107.0,옆집,next door
1175,3289.0,예,example 
1176,,예매,"book, reservation"
1177,1009.0,예쁘다,pretty
1178,21340.0,예순,sixty
1179,205.0,예술,art
1180,28337.0,예습,preparation
1181,9271.0,예약,reservation
1182,1445.0,옛,old 
1183,617.0,옛날,long ago
1184,5386.0,오,five
1185,544.0,오늘,today
1186,71.0,오다,come 
1187,978.0,오래,long 
1188,6108.0,오래간만,long time no see
1189,3046.0,오래되다,get old
1190,2390.0,오랜만,long time
1191,1420.0,오랫동안,for a long time
1192,4145.0,오렌지,orange
1193,394.0,오르다,increase
1194,5651.0,오른손,right hand
1195,1897.0,오른쪽,right side
1196,1000.0,오빠,brother
1197,19100.0,오십,fifty
1198,991.0,오월,May 
1199,7076.0,오이,cucumber 
1200,1193.0,오전,"am, morning"
1201,606.0,오후,"pm, afternoon"
1202,2475.0,온도,temperature
1203,669.0,올라가다,"go up, climb"
1204,1494.0,올라오다,come up
1205,472.0,올리다,raise 
1206,,올림,Sincerely yours
1207,1437.0,올림픽,Olympic
1208,701.0,올해,this year
1209,1172.0,옳다,right 
1210,530.0,옷,clothes 
1211,,옷걸이,hanger
1212,,옷장,wardrobe 
1213,5252.0,와,wow 
1214,10169.0,와이셔츠,dress shirt
1215,795.0,완전히,completely
1216,1142.0,왕,king
1217,159.0,왜,why
1218,1301.0,왜냐하면,because
1219,651.0,외국,foreign
1220,5040.0,외국어,foreign language
1221,1611.0,외국인,foreigner
1222,3322.0,외롭다,lonely
1223,4718.0,외우다,memorize 
1224,5257.0,외출,outing
1225,6649.0,왼손,left hand
1226,1822.0,왼쪽,left
1227,2288.0,요금,fee
1228,1604.0,요리,cooking
1229,6848.0,요리사,chef
1230,7586.0,요일,day of week
1231,399.0,요즘,nowadays
1232,,우동,udon (food)
1233,13.0,우리,"our, we"
1234,181.0,우리나라,our country
1235,1632.0,우산,umbrella 
1236,430.0,우선,"first, above all"
1237,2065.0,우유,milk 
1238,5791.0,우체국,post office
1239,12746.0,우표,stamp
1240,123.0,운동,"exercise, sports"
1241,19150.0,운동복,sportswear
1242,2534.0,운동장,playground
1243,9285.0,운동화,running shoes
1244,3707.0,운전,driving
1245,2580.0,운전사,driver
1246,596.0,울다,cry 
1247,,울산,Ulsan 
1248,3197.0,울음,crying
1249,491.0,움직이다,move
1250,324.0,웃다,laugh
1251,909.0,웃음,laugh
1252,74.0,원,won
1253,10182.0,원피스,one piece (dress)
1254,903.0,원하다,want 
1255,6854.0,월,month
1256,3541.0,월급,salary
1257,4823.0,월요일,Monday
1258,122.0,위,above 
1259,7086.0,위쪽,"topside, upward"
1260,895.0,위치,position 
1261,1744.0,위험,danger
1262,3247.0,유리,glass 
1263,4926.0,유명,famous 
1264,1080.0,유월,June 
1265,3489.0,유치원,kindergarten
1266,2838.0,유학,study abroad
1267,6655.0,유학생,international student
1268,3542.0,유행,fashion 
1269,17406.0,육,six
1270,,육교,overpass 
1271,28580.0,육십,sixty
1272,,윷놀이,yut play
1273,599.0,은행,bank 
1274,1487.0,음,Uh
1275,2291.0,음료,beverage
1276,7093.0,음료수,drink
1277,395.0,음식,food
1278,4372.0,음식점,restaurant
1279,586.0,음악,music 
1280,8499.0,음악가,musician
1281,1110.0,응,yes 
1282,228.0,의미,meaning
1283,2241.0,의사,doctor 
1284,2292.0,의자,chair 
1285,2692.0,이,tooth
1286,,이,this
1287,,이,two
1288,314.0,이거,this 
1289,170.0,이것,this
1290,624.0,이곳,this place
1291,1111.0,이기다,win 
1292,618.0,이날,on this day
1293,,이다,to be
1294,13671.0,이따가,later
1295,548.0,이때,at this time
1296,83.0,이런,this
1297,105.0,이렇다,like this
1298,320.0,이르다,early 
1299,241.0,이름,name
1300,2476.0,이마,forehead 
1301,4827.0,이모,aunt
1302,232.0,이미,already
1303,172.0,이번,this time 
1304,8505.0,이분,this person
1305,2718.0,이불,quilt 
1306,1953.0,이사,move (house)
1307,,이삿짐,moving
1308,194.0,이상,above 
1309,,이상,"strange, unusual"
1310,51771.0,이십,twenty
1311,197.0,이야기,story
1312,1642.0,이용,use 
1313,951.0,이웃,neighborhood
1314,1783.0,이월,February 
1315,249.0,이유,reason
1316,869.0,이전,previous
1317,370.0,이제,now
1318,1885.0,이쪽,this 
1319,2422.0,이틀,two days 
1320,6118.0,이해,understanding 
1321,270.0,이후,after 
1322,2975.0,익다,ripe 
1323,3708.0,익숙하다,be used to
1324,849.0,인기,popularity 
1325,,인도네시아,Indonesia
1326,4374.0,인분,servings
1327,1488.0,인사,greetings 
1328,8512.0,인삼,ginseng
1329,4299.0,인정받다, be recognized
1330,,인천,Incheon 
1331,2452.0,인터넷,internet
1332,4636.0,인형,doll 
1333,29.0,일,work
1334,,일,one
1335,,일,day
1336,17461.0,일곱,seven
1337,7883.0,일기,diary
1338,,일본,Japan 
1339,398.0,일부,part 
1340,52043.0,일식,Japanese food 
1341,,일식집,Japanese restaurant
1342,216.0,일어나다,wake up
1343,1798.0,일어서다,stand up
1344,1784.0,일요일,Sunday
1345,1725.0,일월,January 
1346,1456.0,일주일,one week
1347,1186.0,일찍,early
1348,13695.0,일흔,seventy
1349,209.0,읽다,Ready
1350,756.0,잃다,lose
1351,2606.0,잃어버리다,lose (regretfully)
1352,338.0,입,mouth
1353,2165.0,입구,entrance 
1354,354.0,입다,wear 
1355,1679.0,입술,lips
1356,6293.0,입원,hospitalization 
1357,,입장권,admission ticket
1358,2012.0,입학,admission
1359,,입학시험,entrance exam
1360,888.0,있다,"be at, have"
1361,931.0,잊다,forget
1362,2905.0,잊어버리다,forget (regretfully)
1363,1680.0,잎,leaf 
1364,,자기소개,self-introduction
1365,1385.0,자꾸,repeatedly
1366,541.0,자다,sleep 
1367,796.0,자동차,car
1368,,자동판매기,vending machine
1369,767.0,자라다,grow up 
1370,4303.0,자랑,proud 
1371,1166.0,자르다,cut 
1372,229.0,자리,seat
1373,2255.0,자세히,details
1374,504.0,자식,child 
1375,72.0,자신,self 
1376,348.0,자연,nature 
1377,757.0,자유,freedom 
1378,5048.0,자장면,jajangmyeon (food)
1379,1224.0,자전거,bicycle
1380,674.0,자주,often
1381,8904.0,자판기,vending machine
1382,1040.0,작년,last year
1383,259.0,작다,small 
1384,884.0,잔,"cup, glass"
1385,3710.0,잔치,"feast, party"
1386,68.0,잘,well 
1387,1402.0,잘되다,go well
1388,1775.0,잘못,wrong
1389,1541.0,잘못되다,be wrong
1390,1861.0,잘못하다,do wrong
1391,6668.0,잘생기다,handsome
1392,479.0,잘하다,do well
1393,640.0,잠,sleep 
1394,2607.0,잠깐,for a moment
1395,2144.0,잠시,for a while
1396,4547.0,잠자다,sleep
1397,202.0,잡다,catch 
1398,6878.0,잡수시다,(honorific) eat
1399,1862.0,잡지,magazine
1400,,잡채,Japchae (food)
1401,925.0,장,a sheet 
1402,12051.0,장갑,gloves 
1403,6879.0,장난감,toy
1404,7605.0,장마,rainy season 
1405,12818.0,장미,rose 
1406,1325.0,장소,place 
1407,750.0,재료,material 
1408,1439.0,재미,fun 
1409,5538.0,재미없다,not interesting
1410,697.0,재미있다,interesting
1411,9758.0,재채기,sneeze
1412,56.0,저,that
1413,,저,I
1414,,저,well 
1415,4015.0,저거,that
1416,4304.0,저것,that
1417,52763.0,저곳,over there
1418,,저금,saving
1419,1692.0,저기,there 
1420,634.0,저녁,dinner
1421,3773.0,저런,that
1422,3085.0,저렇다,like that
1423,7897.0,저번,last
1424,,저분,that person
1425,2031.0,저쪽,there
1426,1245.0,저희,us 
1427,1334.0,적다,write
1428,,적다,less 
1429,2583.0,적당하다,suitable 
1430,712.0,전,all
1431,,전,before
1432,3495.0,전공,major
1433,2878.0,전기,electricity 
1434,3202.0,전부,all 
1435,4643.0,전철,train 
1436,329.0,전체,all
1437,797.0,전하다,"deliver, hand down"
1438,496.0,전혀,at all 
1439,375.0,전화,phone
1440,7360.0,전화기,cellphone
1441,3836.0,전화번호,phone number
1442,528.0,젊다,young
1443,3602.0,점수,score 
1444,2256.0,점심,lunch
1445,9328.0,점심때,at lunch
1446,6132.0,점심시간,lunch time
1447,1143.0,점점,gradually
1448,3657.0,접다,fold 
1449,4234.0,접시,dish
1450,4550.0,젓가락,chopsticks
1451,9769.0,정거장,"station, stop"
1452,86.0,정도,degree 
1453,5966.0,정류장,"station, stop"
1454,2323.0,정리,arrangement
1455,349.0,정말,really 
1456,4305.0,정문,front door 
1457,5968.0,정신없이,"hectically, frantically"
1458,5276.0,정원,garden 
1459,803.0,정하다,decide 
1460,,정형외과,orthopedics
1461,,정확,exactness
1462,1466.0,젖다,wet 
1463,,제,my
1464,1524.0,제목,title
1465,733.0,제일,best
1466,,제주도,Jeju Island 
1467,738.0,조금,little 
1468,1735.0,조금씩,gradually
1469,,조심,be careful 
1470,2610.0,조용하다,quiet 
1471,2047.0,조용히,quietly
1472,4835.0,조카,nephew
1473,7913.0,졸다,sleep 
1474,2845.0,졸업,graduate
1475,90.0,좀,little 
1476,1754.0,좁다,narrow 
1477,973.0,종류,type
1478,2512.0,종업원,"employee, worker"
1479,1423.0,종이,paper 
1480,45.0,좋다,good 
1481,438.0,좋아하다,like
1482,2724.0,죄송하다,sorry
1483,2749.0,주,week
1484,23.0,주다,give 
1485,641.0,주로,mainly 
1486,1933.0,주말,weekend
1487,2348.0,주머니,pocket
1488,5816.0,주무시다,(honorific) sleep
1489,10247.0,주문,order 
1490,654.0,주변,"around, surrounding"
1491,1765.0,주부,housewife 
1492,5409.0,주사,injection 
1493,4836.0,주소,address
1494,5553.0,주스,juice
1495,743.0,주위,around 
1496,825.0,주인,master 
1497,9340.0,주일,week
1498,14862.0,주차,parking
1499,5143.0,주차장,parking lot
1500,,주황색,orange color
1501,231.0,죽다,die 
1502,1074.0,준비,ready
1503,1205.0,줄,a rope
1504,2810.0,줄다,shrink
1505,896.0,줄이다,reduce
1506,2781.0,줍다,"pick up, gather"
1507,66.0,중,in the middle of
1508,1681.0,중간,middle 
1509,,중국,China 
1510,11408.0,중국집,Chinese restaurant
1511,308.0,중심,center 
1512,872.0,중앙,central
1513,5974.0,중요,importance
1514,1996.0,중학교,middle school
1515,5053.0,중학생,middle schooler
1516,9345.0,즐거워하다,have fun
1517,1002.0,즐겁다,fun
1518,687.0,즐기다,enjoy 
1519,5284.0,지각,late
1520,3888.0,지갑,wallet 
1521,195.0,지금,now 
1522,961.0,지나가다,pass by
1523,97.0,지나다,pass
1524,1643.0,지난달,last month
1525,3331.0,지난번,last time
1526,7371.0,지난주,last week
1527,523.0,지난해,last year
1528,600.0,지내다,stay 
1529,2751.0,지다,lose 
1530,1901.0,지도,map
1531,4161.0,지루하다,bored 
1532,1644.0,지르다,yell
1533,275.0,지방,region
1534,11421.0,지우개,eraser
1535,2812.0,지우다,delete 
1536,381.0,지키다,protect 
1537,1745.0,지하,basement
1538,11424.0,지하도,underpass
1539,1755.0,지하철,subway
1540,,지하철역,subway station
1541,1578.0,직업,job
1542,1187.0,직원,staff 
1543,1052.0,직장,workplace 
1544,561.0,직접,directly
1545,2480.0,진짜,really
1546,3018.0,진하다,"thick, dense"
1547,1144.0,질문,question
1548,2538.0,짐,"luggage, cargo"
1549,49.0,집,house 
1550,,집들이,housewarming
1551,4468.0,집안일,housework
1552,247.0,짓다,build 
1553,3207.0,짜다,salty
1554,3663.0,짜증,annoyance
1555,1622.0,짝,pair 
1556,856.0,짧다,short
1557,,짬뽕,Champong (food)
1558,6142.0,쪽,"direction, way"
1559,6693.0,찌개,stew 
1560,7638.0,찌다,gain
1561,,찌다,steam 
1562,1188.0,찍다,"set, stamp"
1563,962.0,차,car 
1564,,차,tea
1565,2067.0,차갑다,cold
1566,994.0,차다,"be full, be filled"
1567,,차다,kick
1568,,차다,wear (watch)
1569,,차다,cold
1570,658.0,차례,"order, turn"
1571,1567.0,착하다,kind
1572,4740.0,찬물,cold water 
1573,622.0,참,very
1574,1053.0,참다,suppress
1575,5288.0,참외,melon 
1576,2033.0,창문,window
1577,191.0,찾다,find
1578,1424.0,찾아가다,to go to
1579,1112.0,찾아보다,to look for
1580,1023.0,찾아오다,come to
1581,3053.0,채소,vegetable
1582,215.0,책,book 
1583,1653.0,책상,desk 
1584,,책장,bookshelf 
1585,184.0,처음,first
1586,3952.0,천,thousand 
1587,,천만,ten million 
1588,1683.0,천천히,slowly
1589,670.0,첫,first
1590,3664.0,첫날,first day
1591,4386.0,첫째,first
1592,2259.0,청년,youth
1593,10274.0,청바지,blue jeans
1594,2484.0,청소,cleaning 
1595,1108.0,청소년,teenager
1596,14922.0,체육관,gym
1597,,체크무늬,checkered (clothes)
1598,1206.0,쳐다보다,look at
1599,1181.0,초,beginning 
1600,,초,second 
1601,8572.0,초대,invitation 
1602,,초대장,invitation card
1603,9369.0,초등학교,elementary school
1604,55056.0,초등학생,elementary student
1605,16217.0,초록색,green
1606,8235.0,초콜릿,chocolate
1607,587.0,최고,"best, highest"
1608,278.0,최근,recent
1609,2426.0,추다,dance 
1610,4242.0,추석,Chuseok 
1611,1317.0,축구,soccer 
1612,16227.0,축구공,soccer ball
1613,5982.0,축하,congrats
1614,6149.0,출구,exit
1615,4470.0,출근,go work
1616,2881.0,출발,depart
1617,,출석,attendance
1618,3955.0,출입,access
1619,17710.0,출입국,immigration
1620,5686.0,출장,business trip 
1621,8956.0,출퇴근,commute
1622,1458.0,춤,dance 
1623,5154.0,춤추다,to dance
1624,1654.0,춥다,cold
1625,1624.0,충분하다,enough
1626,2671.0,취미,hobby
1627,5983.0,취소,cancel
1628,4844.0,취직,employment
1629,922.0,층,floor 
1630,8960.0,치과,dentist
1631,7133.0,치다,hit 
1632,1542.0,치료,treatment
1633,2457.0,치마,skirt 
1634,7649.0,치약,toothpaste
1635,,치킨,chicken
1636,147.0,친구,friend 
1637,6318.0,친절,kindness
1638,2458.0,친척,relative
1639,3209.0,친하다,close
1640,14947.0,칠,seven
1641,19607.0,칠십,seventy
1642,1404.0,칠월,July
1643,10833.0,칠판,blackboard
1644,1670.0,침대,bed 
1645,6319.0,침실,bedroom
1646,8589.0,칫솔,toothbrush
1647,2947.0,칭찬,compliment
1648,2184.0,카드,card
1649,9816.0,카레,curry (food)
1650,2298.0,카메라,camera
1651,2848.0,카페,cafe
1652,2273.0,칼,knife 
1653,14950.0,칼국수,kalguksu
1654,,캐나다,Canada
1655,383.0,커피,coffee
1656,,커피숍,coffee shop
1657,282.0,컴퓨터,computer
1658,1414.0,컵,cup
1659,,케이크,cake
1660,2427.0,켜다,turn on 
1661,,켜다,turn on 
1662,,켤레,pair 
1663,1335.0,코,nose 
1664,10292.0,코끼리,elephant
1665,10293.0,콘서트,concert
1666,5567.0,콜라,Cola
1667,,콧물,"snot, nose run"
1668,2226.0,콩,bean 
1669,1054.0,크기,size
1670,39.0,크다,big 
1671,10839.0,크리스마스,Christmas
1672,10294.0,큰소리,loud 
1673,1124.0,키,height
1674,980.0,키우다,raise
1675,2784.0,킬로그램,kilogram
1676,1997.0,킬로미터,kilometer
1677,2121.0,타다,burn
1678,,타다,"take, ride"
1679,,타다,make
1680,10840.0,탁구,ping-pong
1681,,탕수육,tangsuyuk (food)
1682,,태국,Thailand
1683,6321.0,태권도,Taekwondo
1684,,태극기,"Korean flag, taegeukgi"
1685,741.0,태도,attitude 
1686,684.0,태어나다,born
1687,4748.0,태풍,typhoon
1688,,택배,"parcel, delivery"
1689,1824.0,택시,taxi
1690,8250.0,터미널,terminal
1691,5157.0,테니스,tennis
1692,,테니스장,tennis court
1693,2639.0,테이블,table
1694,940.0,텔레비전,television
1695,4567.0,토끼,rabbit
1696,3505.0,토마토,tomato
1697,2327.0,토요일,Saturday
1698,3611.0,통장,bankbook
1699,4847.0,통화,call
1700,5690.0,퇴근,leave work
1701,12961.0,퇴원,"discharge, leave hospital"
1702,6918.0,튀기다,fry 
1703,11478.0,튀김,fried 
1704,3446.0,트럭,truck
1705,1693.0,특별하다,special
1706,2728.0,특별히,especially
1707,192.0,특히,especially
1708,2948.0,튼튼하다,strong
1709,2122.0,틀다,turn on
1710,1837.0,틀리다,wrong 
1711,9830.0,티셔츠,t-shirt
1712,664.0,팀,team 
1713,12965.0,파란색,blue color
1714,3506.0,파랗다,blue
1715,4849.0,파티,party
1716,957.0,팔,arm 
1717,,팔,eight
1718,657.0,팔다,sell
1719,3253.0,팔리다,"sell, be sold"
1720,29719.0,팔십,eighty
1721,1527.0,팔월,August
1722,916.0,펴다,unfold
1723,,편리,convenience
1724,,편안,"peace, comfort"
1725,37520.0,편의점,convenience store
1726,952.0,편지,letter 
1727,,편찮다,"unwell, sick"
1728,1449.0,편하다,relaxing
1729,1469.0,평소,usually
1730,10314.0,평일,weekday
1731,8603.0,포도,grape 
1732,4246.0,포장,wrapping
1733,2672.0,표,ticket
1734,1227.0,푸르다,green
1735,4478.0,푹,"good, well"
1736,558.0,풀다,solve
1737,2398.0,풍경,landscape 
1738,,프라이팬,frying pan
1739,,프랑스,France 
1740,356.0,프로그램,program
1741,1811.0,피,blood 
1742,9395.0,피곤,tired
1743,1770.0,피다,bloom 
1744,4572.0,피아노,piano 
1745,1239.0,피우다,bloom 
1746,8264.0,피자,pizza
1747,342.0,필요,need
1748,19748.0,필통,pencil case
1749,119.0,하나,one
1750,344.0,하늘,sky 
1751,,하늘색,sky blue
1752,7.0,하다,do 
1753,,-하다,be-
1754,361.0,하루,day 
1755,,하숙비,lodging fee
1756,3898.0,하숙집,boarding house
1757,57151.0,하얀색,white color
1758,1528.0,하얗다,white
1759,467.0,하지만,however
1760,125.0,학교,school
1761,2515.0,학기,semester 
1762,512.0,학년,grade
1763,238.0,학생,student
1764,19755.0,학생증,student ID
1765,3451.0,학원,academy 
1766,27.0,한,one
1767,6721.0,한가하다,"free, spare"
1768,,한강,Han river 
1769,,한국,Korea 
1770,1267.0,한글,Hangul 
1771,1712.0,한두,one or two
1772,382.0,한번,once
1773,2614.0,한복,Hanbok
1774,22159.0,한식,Korean food 
1775,,한식집,Korean restaurant 
1776,,한옥,Hanok house
1777,5067.0,한잔,a drink
1778,,한턱,a treat
1779,536.0,할머니,grandmother
1780,682.0,할아버지,grandfather
1781,7958.0,할인,discount 
1782,95.0,함께,together
1783,6165.0,항공,airline
1784,,항공권,airline ticket
1785,754.0,항상,always
1786,1551.0,해,sun
1787,2540.0,해마다,every year
1788,1387.0,해외,overseas
1789,9409.0,해외여행,overseas travel
1790,6340.0,햄버거,hamburger
1791,2949.0,햇빛,sunshine
1792,445.0,행동,action
1793,1969.0,행복,happiness 
1794,1138.0,행사,event
1795,1082.0,허리,waist 
1796,2228.0,헤어지다,broke up
1797,,헬스클럽,health club
1798,2260.0,혀,tongue 
1799,2302.0,현금,cash 
1800,411.0,현재,currently 
1801,702.0,형,brother 
1802,2107.0,형제,"brother, sibling"
1803,1544.0,호,"No. (number, issue)"
1804,2150.0,호랑이,tiger
1805,4252.0,호수,lake 
1806,2460.0,호텔,hotel
1807,1426.0,혹시,maybe 
1808,367.0,혼자,alone 
1809,15078.0,홍차,black tea
1810,1714.0,화,angry
1811,3172.0,화가,painter 
1812,8998.0,화나다,angry
1813,,화내다,get angry
1814,2108.0,화려하다,gorgeous
1815,13987.0,화요일,Tuesday
1816,1904.0,화장실,restroom
1817,1936.0,화장품,cosmetics
1818,8282.0,환영,welcome 
1819,689.0,환자,patient 
1820,,환전,currency exchange 
1821,5698.0,활발히,actively
1822,768.0,회,"episode, edition"
1823,389.0,회사,company 
1824,,회사원,office worker
1825,3964.0,회색,gray 
1826,1730.0,회원,member
1827,537.0,회의,meeting 
1828,8633.0,횡단보도,crosswalk
1829,149.0,후,after 
1830,2541.0,후배,junior 
1831,966.0,훌륭하다,excellent
1832,642.0,훨씬,more
1833,2542.0,휴가,vacation 
1834,,휴게실,rest area
1835,,휴대폰,cellphone
1836,5070.0,휴일,dayoff
1837,6169.0,휴지,tissue 
1838,10353.0,휴지통,trash can
1839,459.0,흐르다,flow 
1840,6941.0,흐리다,"cloudy, murky"
1841,1234.0,흔들다,shake
1842,1308.0,흘리다,"cry, shed"
1843,1529.0,희망,hope
1844,1999.0,흰색,white color
1845,224.0,힘,power 
1846,489.0,힘들다,"hard, tough"
